total_requests,availability,error_rate,latency_p50_ms,latency_p95_ms,latency_p99_ms,fallback_success_rate,cache_hit_rate,circuit_open_count,recovery_time_ms,estimated_cost,estimated_cost_saved,duration_ms,throughput_rps,scenario_metrics,benchmarks,scenario_primary_timeout_100,scenario_primary_flaky_50,scenario_all_healthy
300,1.0,0.0,267.54,314.61,318.72,1.0,0.5367,3,2317.361831665039,0.058918,0.161,10146.36,29.57,"{""all_healthy"": {""availability"": 1.0, ""benchmarks"": {}, ""cache_hit_rate"": 0.54, ""circuit_open_count"": 0, ""duration_ms"": 2434.54, ""error_rate"": 0.0, ""estimated_cost"": 0.02591, ""estimated_cost_saved"": 0.054, ""fallback_success_rate"": 0.0, ""latency_p50_ms"": 211.69, ""latency_p95_ms"": 232.49, ""latency_p99_ms"": 237.34, ""recovery_time_ms"": null, ""scenario_metrics"": {}, ""scenarios"": {}, ""throughput_rps"": 41.08, ""total_requests"": 100}, ""primary_flaky_50"": {""availability"": 1.0, ""benchmarks"": {}, ""cache_hit_rate"": 0.52, ""circuit_open_count"": 1, ""duration_ms"": 3995.12, ""error_rate"": 0.0, ""estimated_cost"": 0.018254, ""estimated_cost_saved"": 0.052, ""fallback_success_rate"": 1.0, ""latency_p50_ms"": 278.43, ""latency_p95_ms"": 316.63, ""latency_p99_ms"": 319.63, ""recovery_time_ms"": 2317.361831665039, ""scenario_metrics"": {}, ""scenarios"": {}, ""throughput_rps"": 25.03, ""total_requests"": 100}, ""primary_timeout_100"": {""availability"": 1.0, ""benchmarks"": {}, ""cache_hit_rate"": 0.55, ""circuit_open_count"": 2, ""duration_ms"": 3716.71, ""error_rate"": 0.0, ""estimated_cost"": 0.014754, ""estimated_cost_saved"": 0.055, ""fallback_success_rate"": 1.0, ""latency_p50_ms"": 286.17, ""latency_p95_ms"": 315.75, ""latency_p99_ms"": 317.42, ""recovery_time_ms"": null, ""scenario_metrics"": {}, ""scenarios"": {}, ""throughput_rps"": 26.91, ""total_requests"": 100}}","{""with_cache"": {""availability"": 1.0, ""benchmarks"": {}, ""cache_hit_rate"": 0.56, ""circuit_open_count"": 0, ""duration_ms"": 2371.57, ""error_rate"": 0.0, ""estimated_cost"": 0.02455, ""estimated_cost_saved"": 0.056, ""fallback_success_rate"": 0.0, ""latency_p50_ms"": 208.45, ""latency_p95_ms"": 237.11, ""latency_p99_ms"": 240.21, ""recovery_time_ms"": null, ""scenario_metrics"": {}, ""scenarios"": {}, ""throughput_rps"": 42.17, ""total_requests"": 100}, ""without_cache"": {""availability"": 1.0, ""benchmarks"": {}, ""cache_hit_rate"": 0.0, ""circuit_open_count"": 0, ""duration_ms"": 5348.36, ""error_rate"": 0.0, ""estimated_cost"": 0.05772, ""estimated_cost_saved"": 0.0, ""fallback_success_rate"": 0.0, ""latency_p50_ms"": 211.66, ""latency_p95_ms"": 237.58, ""latency_p99_ms"": 240.44, ""recovery_time_ms"": null, ""scenario_metrics"": {}, ""scenarios"": {}, ""throughput_rps"": 18.7, ""total_requests"": 100}}",pass,pass,pass
